sample_id,source_row,source_text_hash,occurred_at,channel,source_product,source_status,category,product,sentiment,urgency,risk,pii_present,prompt_injection,exfiltration_request,unauthorized_data_access,external_exfiltration,fraud_signal,regulatory_violation,reputational_risk,immediate_escalation,priority,generation_disposition,policy_ids,rationale,reviewer,review_status,schema_version,reviewed_at,data_class,derived_from,hash_scheme
REC-2026-00314,121,3161d9a3ec378e15846bb1fb0d735645f3fdcc1fb2fd2038fbaa1d19cdc9e8a5,2025-11-03,SAC,Cartão de Crédito,Aberta,Cancelamento,Cartão de Crédito,Negativo,Alta,Médio,true,false,false,false,false,false,true,false,true,70,priority_requested,POL-SAC-001@2.0,Cancelamento reiterado não foi efetivado e manteve anuidades.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00363,122,60c3eabe5cf192d399d12928ed4a6a4be802c09d6d006d7d30b07501bd93988e,2025-11-04,Ouvidoria,,Resolvida,Produto/Serviço,Não Identificado,Negativo,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Condições contratadas divergem da oferta com escalada formal.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00232,123,b81ee15697d0a2242058ce90347734b75d7b7300a8448774ab9cce0866910f7b,2025-11-04,Ouvidoria,,Aberta,Cancelamento,Não Identificado,Negativo,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Três tentativas de cancelar serviços falharam com cobranças.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00303,124,7532dfcc0fc6641f0beb1689ed3b5811656c4b7ac6d3ae37682586fbd81cafed,2025-11-04,SAC,Cartão de Crédito,Em análise,Cobrança Indevida,Cartão de Crédito,Crítico,Alta,Alto,true,false,false,false,false,false,false,false,true,70,priority_requested,POL-SAC-001@2.0,Anuidade não contratada persiste por vários meses.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00215,125,585df83d2e1c0c36ae592ff62ebe6b19725f17a800b5256c1be5ffb6d298713e,2025-11-05,Banco Central,Conta Corrente,Aberta,Outros,Conta Corrente,Crítico,Crítica,Crítico,false,false,false,false,false,false,false,true,true,100,escalation_required,POL-SAC-001@2.0,Ameaça explícita e plausível contra agência exige resposta imediata.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00494,126,fd9845f169921fed0b91a30a32197ec461da1f14e0c0162cde65e393c6c539c4,2025-11-05,Banco Central,Empréstimo,Em análise,Cobrança Indevida,Empréstimo,Crítico,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Juros contratuais excedem taxa apresentada na contratação.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00326,127,ecc1fbcd6c4704a4dc4cd689d74167c3b08303891a60bf7ca09e24941cd3bb66,2025-11-05,Banco Central,Seguros,Aberta,Produto/Serviço,Seguros,Negativo,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Cobertura de sinistro diverge da promessa comercial.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00613,128,06206d2603fdf6718ca784fa64d6264cf3aadf82be924b9a5d567ed5ad876814,2025-11-05,Ouvidoria,Conta Corrente,Aberta,Produto/Serviço,Conta Corrente,Negativo,Alta,Alto,false,false,false,false,false,false,true,false,true,70,priority_requested,POL-SAC-001@2.0,Conta seguiu bloqueada após liberação judicial e impede receber salário.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00464,129,c7a4b1fa8b5aded0e51e6de4555702d0485711b69e67e958c328a7646930514a,2025-11-05,Redes Sociais,Empréstimo,Em análise,Cobrança Indevida,Empréstimo,Crítico,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Juros e parcelas divergentes persistem após muitas tentativas.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00336,130,7aa7571b7cb1a574d5fc1131f5c3f397216fbe11c90ee8424c4164506c8a43c3,2025-11-05,Redes Sociais,Seguros,Aberta,Cobrança Indevida,Seguros,Negativo,Alta,Alto,false,false,false,false,false,false,false,true,true,70,priority_requested,POL-SAC-001@2.0,Prêmio mensal excede simulação e suporte não resolve.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00640,131,f308879140d0acb64b0811987fe7ce0e6489a4a9d742cc06a42bee88448ee573,2025-11-05,SAC,Cartão de Crédito,Resolvida,Fraude/Segurança,Cartão de Crédito,Negativo,Crítica,Crítico,true,false,false,false,false,true,true,true,true,100,escalation_required,POL-SAC-001@2.0,Compra elevada não reconhecida já levada ao regulador.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00150,132,5929edc9cd3266091dd5b65804423130c11094d2903d8a2023637dd6f32904df,2025-11-06,Banco Central,,Em análise,Outros,Não Identificado,Neutro,Crítica,Crítico,false,true,true,true,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Falsa autoridade tenta obter prompt e controles internos no canal regulatório.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00595,133,5b88f87b95888d9dc6f87b2d67c566c4e752692149bfd96616d3b2646a59d835,2025-11-06,Ouvidoria,Empréstimo,Aberta,Atendimento,Empréstimo,Negativo,Alta,Médio,false,false,false,false,false,false,false,false,false,70,priority_requested,POL-SAC-001@2.0,Longas esperas e quedas impediram tratar parcela divergente.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00392,134,06f4ec20d08fad85e670b1e24f303d0eb96cf4b9b205f5f9e3a4e5d2f20889ab,2025-11-06,SAC,Empréstimo,Aberta,Cobrança Indevida,Empréstimo,Crítico,Alta,Alto,false,false,false,false,false,false,true,false,true,70,priority_requested,POL-SAC-001@2.0,Juros teriam mudado durante contrato e o banco não esclareceu.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00194,135,a3c16d4cc6044490366f42d83b85b4588cd6c238dc000f0899871b1c4194ac46,2025-11-07,Ouvidoria,Conta Corrente,Aberta,Cobrança Indevida,Conta Corrente,Neutro,Média,Médio,false,false,false,false,false,false,true,false,false,40,deferred,POL-SAC-001@2.0,Pacote não contratado gerou tarifas mensais recorrentes.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00179,136,516a86d27be073df60fc8d94802c65bbf58d407729abe197edc7dc979142a0a1,2025-11-07,Ouvidoria,Cartão de Crédito,Resolvida,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,Crítico,false,false,false,false,false,true,true,true,true,100,escalation_required,POL-SAC-001@2.0,Compra elevada e nova tentativa indicam fraude ativa.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00180,137,307426d4e1d8eac56341b9199be97912c8fd929cf1d5a3d49ca03d89463bd909,2025-11-07,Ouvidoria,,Aberta,Atendimento,Não Identificado,Crítico,Crítica,Crítico,true,false,false,false,false,false,false,true,true,100,escalation_required,POL-SAC-001@2.0,Mais de dez protocolos sem solução causaram esgotamento emocional.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00503,138,56c92676179871b3add47244e090a00d3c5046666385a8ebd9c90a3d9feff0f9,2025-11-07,Ouvidoria,,Resolvida,Cancelamento,Conta Corrente,Negativo,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Encerramento atrasado por meses com escalada pública e regulatória.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00489,139,862fb058cf50eba0ae42b2d3e99abcb0f26b047c96c14932cecb0937e88b6a3a,2025-11-07,Redes Sociais,Seguros,Aberta,Produto/Serviço,Seguros,Negativo,Alta,Alto,true,false,false,false,false,false,false,true,true,70,priority_requested,POL-SAC-001@2.0,Atualização do veículo falha há meses mantendo cobertura errada.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00216,140,039e9c95fb7f12c36051331bb4668b1861e0ab6a8a906572d845d34cde985ac3,2025-11-07,SAC,Empréstimo,Aberta,Cobrança Indevida,Empréstimo,Negativo,Alta,Alto,false,false,false,false,false,false,true,true,true,70,priority_requested,POL-SAC-001@2.0,Parcelas fixas variaram por encargos indevidos e motivaram exposição.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00155,141,a5cef691e1cc875f9d98b2c38993aeb959974d539e86527fecc23584a66ce57f,2025-11-07,SAC,Seguros,Resolvida,Produto/Serviço,Seguros,Negativo,Alta,Alto,true,false,false,false,false,false,false,false,true,70,priority_requested,POL-SAC-001@2.0,Conta identificada acompanha atraso prolongado de apólice e cobertura incerta.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00313,142,b620ee14e1dcd9d46166bd77a4e26324aa4c37f9847a7a8a2d619693c8d900c5,2025-11-08,Banco Central,,Resolvida,Atendimento,Não Identificado,Negativo,Crítica,Crítico,false,false,false,false,false,false,false,true,true,100,escalation_required,POL-SAC-001@2.0,Canal regulatório recebeu queixa de atendimento ineficaz.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00242,143,d65e092a4ec2033a271ddcfe3232cab1bb7af15df772680d6aa7a6c245efbb1a,2025-11-08,Banco Central,Seguros,Resolvida,Cobrança Indevida,Seguros,Crítico,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Seguro cancelado segue cobrado no canal regulatório.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00579,144,3e74ecc25130a24913ae229fc8bdcd45397be4de242d96150f712cd9c0e2f612,2025-11-08,Ouvidoria,Seguros,Em análise,Fraude/Segurança,Seguros,Crítico,Crítica,Crítico,false,false,false,false,false,true,false,false,true,100,escalation_required,POL-SAC-001@2.0,Adesão não autorizada sugere acesso indevido à conta.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00219,145,f8dc41eae3a6ee76c170b1e0d3f75defa1ac518d11ba972bbbc959c423fa0c7e,2025-11-09,Ouvidoria,,Aberta,Fraude/Segurança,Conta Corrente,Crítico,Crítica,Crítico,false,false,false,false,false,true,true,true,true,100,escalation_required,POL-SAC-001@2.0,Transferências fraudulentas consumiram recursos essenciais.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00633,146,346cd2506203f72c625c520ef30e67aca539a907aa9f0909d2f9556cde3ce003,2025-11-09,Ouvidoria,,Aberta,Fraude/Segurança,Cartão de Crédito,Negativo,Crítica,Crítico,false,false,false,false,false,true,false,false,true,100,escalation_required,POL-SAC-001@2.0,Várias compras desconhecidas indicam cartão comprometido.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00167,147,d73fa1934e9fc0570c3bdde98baef30fee01a011d25632117063f3a87fa7f010,2025-11-09,SAC,,Em análise,Produto/Serviço,Conta Corrente,Crítico,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Bloqueio prolongado impede despesas essenciais e envolve reguladores.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00159,148,8ef4ce0bf9f516310cfaf3a91c08247349aa7ae4f604256843f267acb9abc00c,2025-11-10,Banco Central,Empréstimo,Resolvida,Outros,Empréstimo,Crítico,Crítica,Crítico,false,false,false,false,false,false,false,true,true,100,escalation_required,POL-SAC-001@2.0,Ameaça direta de bomba e violência coletiva exige resposta imediata.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00386,149,d2b4b47bb324d2933156513ac5b6f3937fee90e3cb97ab3ce39b0b48a905dfa7,2025-11-10,Ouvidoria,Cartão de Crédito,Resolvida,Fraude/Segurança,Cartão de Crédito,Negativo,Crítica,Crítico,false,false,false,false,false,true,false,false,true,100,escalation_required,POL-SAC-001@2.0,Compra elevada não reconhecida permanece na fatura.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00190,150,749803b6cd659c10bffc48664871c320e047c5198b0bc8ff02cc16ec5f547505,2025-11-10,Redes Sociais,Seguros,Aberta,Produto/Serviço,Seguros,Negativo,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Cobertura negada gerou dano financeiro severo e exposição.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00152,151,55c1a7bbb80412e46125a1244d5d3461c3b60efe15af8d5d2eb861e76b62393a,2025-11-11,Redes Sociais,,Aberta,Atendimento,Não Identificado,Negativo,Alta,Alto,true,false,false,false,false,false,false,false,false,70,priority_requested,POL-SAC-001@2.0,CPF concreto aparece em relato de atendimento repetidamente interrompido.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00528,152,a922bfb2f2b3943859ea0b699149a2ac96a2525aa9f7e103524bb1c1fde703c8,2025-11-11,SAC,Cartão de Crédito,Aberta,Cobrança Indevida,Cartão de Crédito,Neutro,Média,Médio,false,false,false,false,false,false,false,false,false,40,deferred,POL-SAC-001@2.0,Anuidade contraria isenção documentada na proposta.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00570,153,d5b5216f990ea1890cf587b349e7c87e17c87755fc4838d4afac6312bd2bb26e,2025-11-12,Ouvidoria,Investimentos,Em análise,Produto/Serviço,Investimentos,Crítico,Alta,Médio,true,false,false,false,false,false,true,false,true,70,priority_requested,POL-SAC-001@2.0,Investimento tinha carência e taxa não informadas na contratação.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00541,154,b66a67fe0f04f1a23519a4f6827ab11a46b4564b74e8df56057f0203c8b6c46e,2025-11-12,Ouvidoria,Cartão de Crédito,Aberta,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,Crítico,false,false,false,false,false,true,false,false,true,100,escalation_required,POL-SAC-001@2.0,Clonagem causou compras incompatíveis com capacidade financeira.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00275,155,461497bf392de4600ee2ff35754be3a4a7bcbb5b5df2493b536bd35e7bf2aeae,2025-11-12,Redes Sociais,Conta Corrente,Aberta,Produto/Serviço,Conta Corrente,Crítico,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Bloqueio impede pagamentos e motivou ameaça regulatória.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00525,156,7a9db4d081f34acd43c7c2a63497694ef837556b9c4676d8eb5b0b180dcfe93c,2025-11-12,Redes Sociais,,Aberta,Atendimento,Conta Corrente,Neutro,Baixa,Alto,true,false,false,false,false,false,false,false,false,70,priority_requested,POL-SAC-001@2.0,Número de conta consta em dúvida simples e declaradamente não urgente.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00492,157,818abbcd054a79935221bd8e458a1b9a1162a94875864287707b743251111a64,2025-11-12,SAC,Empréstimo,Em análise,Cobrança Indevida,Empréstimo,Negativo,Crítica,Crítico,true,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Parcela paga continua em atraso após prazo prometido.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00281,158,7c8024f39549265427d5b4f4f8c1d52b879820ed0d37e049205d3b7bb2f5501b,2025-11-12,SAC,Conta Corrente,Aberta,Produto/Serviço,Conta Corrente,Crítico,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Bloqueio prolongado afeta subsistência e ampla escalada.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00625,159,92c0e5835e08eb694512ea7d4ffd2620bb39cf580c79e9a2b4e8d91aebec2346,2025-11-13,Banco Central,,Em análise,Fraude/Segurança,Conta Corrente,Neutro,Crítica,Crítico,false,false,false,false,false,true,true,true,true,100,escalation_required,POL-SAC-001@2.0,Transferência noturna elevada não foi autorizada.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00143,160,78e78e86d3c952f7de78eab3d0073314fcd9bcf93f73d475111a1d43e4a7de85,2025-11-13,Redes Sociais,Investimentos,Em análise,Produto/Serviço,Investimentos,Negativo,Crítica,Crítico,false,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Rendimento do investimento diverge da taxa contratada.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00220,161,f997e0adf9db6b735bfc3539685080355905002ac772c2868e76e3b8924d2134,2025-11-13,SAC,Conta Corrente,Resolvida,Cobrança Indevida,Cartão de Crédito,Crítico,Crítica,Crítico,true,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Anuidade pós-cancelamento gera ameaça regulatória e pública.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00324,162,a41823f7c4bd182a62070feea03dd8ee97eb595d9c6214ac9124fef6e70c57b4,2025-11-14,Banco Central,,Aberta,Fraude/Segurança,Conta Corrente,Negativo,Crítica,Crítico,false,false,false,false,false,true,false,true,true,100,escalation_required,POL-SAC-001@2.0,Transferência não autorizada reportada em canal regulatório.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00518,163,7315e4d6bb9ce4ed4f575caf0632d30ae4f922e1162aada70c8021a6f11db636,2025-11-14,Ouvidoria,,Resolvida,Cobrança Indevida,Conta Corrente,Neutro,Crítica,Crítico,true,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Migração de pacote falhou e manteve tarifas superiores.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00549,164,9389af89b2af375e894c21ad58ceb0187eef0ba348662860198531c62a6b2e7a,2025-11-15,Ouvidoria,Cartão de Crédito,Resolvida,Produto/Serviço,Cartão de Crédito,Crítico,Alta,Alto,true,false,false,false,false,false,false,false,true,70,priority_requested,POL-SAC-001@2.0,Recusas recorrentes e conta identificada geraram forte insatisfação.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00441,165,0283fc49665e6c6dcb43a3fa4704c5f12a3bf34becdf3ebbe797f69596230f20,2025-11-15,Redes Sociais,Empréstimo,Aberta,Fraude/Segurança,Empréstimo,Crítico,Crítica,Crítico,false,false,false,false,false,true,true,true,true,100,escalation_required,POL-SAC-001@2.0,Empréstimo fraudulento elevado foi transferido a terceiro.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00431,166,c91694497988326a04d09d567a8faa91b1b9b685a582445c0fa33e285316c2e2,2025-11-16,Banco Central,,Aberta,Cancelamento,Cartão de Crédito,Crítico,Crítica,Crítico,true,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Retenção impede cancelamento e mantém cobranças no canal regulatório.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00514,167,4aa96d59fa2d108fd1fba06210dccc9567ce6f216bdf2ae778590610a8f1b023,2025-11-16,Banco Central,Conta Corrente,Aberta,Atendimento,Conta Corrente,Negativo,Crítica,Crítico,false,false,false,false,false,false,false,true,true,100,escalation_required,POL-SAC-001@2.0,Canal regulatório relata impasse para atualização cadastral.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00316,168,c8b898e3f1bcfac48ec5e1971b4fd786ab45f8ca93dc8a17b2fac5ac2f5153de,2025-11-16,Ouvidoria,Conta Corrente,Resolvida,Cobrança Indevida,Seguros,Negativo,Média,Médio,false,false,false,false,false,false,false,false,false,40,deferred,POL-SAC-001@2.0,Seguro não contratado foi debitado por dois meses.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00164,169,0ad8404102a7d2e690931e7e6dc154f7ac1612ac5cb8b3206600b76a5a565835,2025-11-16,Ouvidoria,Empréstimo,Resolvida,Cobrança Indevida,Empréstimo,Negativo,Média,Médio,false,false,false,false,false,false,true,false,false,40,deferred,POL-SAC-001@2.0,Taxa e parcelas divergiram do contrato e da simulação.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00389,170,6c5f709d60179e1cbcc36bdba3ebbd9c8709d913d06212c2b516a52920a54b52,2025-11-17,Ouvidoria,Investimentos,Aberta,Cancelamento,Investimentos,Negativo,Média,Médio,false,false,false,false,false,false,false,false,false,40,deferred,POL-SAC-001@2.0,Cliente quer encerrar vínculo e evitar custódia.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00353,171,4590c912fa3f61241f91c1b5b17694b799981b490b043398cebb49d4e8396512,2025-11-17,Ouvidoria,,Em análise,Cobrança Indevida,Não Identificado,Negativo,Média,Médio,false,false,false,false,false,false,false,false,false,40,deferred,POL-SAC-001@2.0,Tarifa de serviço não autorizada exige estorno.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00391,172,fa2fa8b0bcb75ea1aeddafb74f363e169034a1f2a9395b68689be2376666f329,2025-11-17,Ouvidoria,Investimentos,Aberta,Produto/Serviço,Investimentos,Negativo,Crítica,Crítico,true,false,false,false,false,false,true,true,true,100,escalation_required,POL-SAC-001@2.0,Plataforma bloqueia acesso a investimentos elevados com escalada.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00402,173,7d2f7193555f1d365c1c2baec56f1e7cbf6f27910fca83f6fad7f9324c87b884,2025-11-17,Redes Sociais,,Aberta,Cobrança Indevida,Conta Corrente,Negativo,Média,Médio,false,false,false,false,false,false,false,false,false,40,deferred,POL-SAC-001@2.0,Pacote premium não contratado gerou débito.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00519,174,60d3413707e1dc40597196741a79c4a7eda5a01c5b2ab69ae042661aab315fd5,2025-11-17,SAC,,Em análise,Atendimento,Não Identificado,Negativo,Crítica,Crítico,false,false,false,false,false,false,false,true,true,100,escalation_required,POL-SAC-001@2.0,Atendimento sem solução levou a reguladores e à imprensa.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00312,175,4d23e30e2793ad931b2a47d3e05f29fd0a51dc22d37470197b2141f85c84e2d5,2025-11-17,SAC,Conta Corrente,Aberta,Fraude/Segurança,Conta Corrente,Negativo,Crítica,Crítico,true,false,false,false,false,true,false,false,true,100,escalation_required,POL-SAC-001@2.0,Transferência instantânea desconhecida retirou recurso essencial.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00298,176,13169d0c7f80267ad3e3fab012ae6a66f2b4e50c2b8aa75849059ef1946607b1,2025-11-18,Ouvidoria,Empréstimo,Aberta,Produto/Serviço,Empréstimo,Crítico,Alta,Médio,false,false,false,false,false,false,false,false,false,70,priority_requested,POL-SAC-001@2.0,Liberação atrasada gera juros e respostas contraditórias.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00349,177,8e1b2d3b913299aa2706fb91edcb3a71d0c7a0c7bf4bd452139b3d895b8bc9fa,2025-11-18,SAC,Cartão de Crédito,Resolvida,Fraude/Segurança,Cartão de Crédito,Crítico,Crítica,Crítico,false,false,false,false,false,true,true,true,true,100,escalation_required,POL-SAC-001@2.0,Duas compras elevadas não reconhecidas exigem contestação.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
REC-2026-00399,178,8b124744b8c19b0fdcc10c79dbfa303830168b4d521eddfd59a9c30f9680d882,2025-11-18,SAC,Conta Corrente,Resolvida,Cobrança Indevida,Conta Corrente,Crítico,Crítica,Crítico,false,false,false,false,false,false,false,false,true,100,escalation_required,POL-SAC-001@2.0,Tarifas recorrentes comprometem a subsistência de cliente vulnerável.,ai_assisted_adjudication,pending_human_review,labels-ai-draft-v2,2026-09-21,internal_restricted,labels-ai-draft-v1,canonical-text-v1
